department,markdown_id,markdown_description,date,style_code,description,colour,price,soh,price_history
Menswear,4227,SCW24FINALPP,11/04/2024,206513,LIGHTWEIGHT CHI,Sand,39,2,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4180,Nothing,16/01/2024,206549,TAPERED BEDFORD,Coffee,39,2,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '49.00': ('09/01/2024', 'SCFURTHERMD08012024'), '39.00': ('16/01/2024', 'Nothing')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206549,TAPERED BEDFORD,Olive,39,2,"{'99.00': ('24/08/2023', 'SCS24MSS'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '59.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4180,Nothing,16/01/2024,206549,TAPERED BEDFORD,Slate,39,2,"{'79.00': ('24/11/2023', 'SCBFMD23'), '49.00': ('09/01/2024', 'SCFURTHERMD08012024'), '39.00': ('16/01/2024', 'Nothing')}"
Menswear,4197,SCW24MSSNEWFUR,13/03/2024,206726,CLASSIC SHORT,Lagoon,39,2,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('13/03/2024', 'SCW24MSSNEWFUR')}"
Menswear,4180,Nothing,16/01/2024,206755,CLASSIC SHORT L,Airfr Blue,39,2,"{'49.00': ('21/12/2023', 'SCBOXINGDAY121223'), '39.00': ('16/01/2024', 'Nothing')}"
Menswear,4180,Nothing,16/01/2024,206755,CLASSIC SHORT L,Limestone,39,2,"{'49.00': ('21/12/2023', 'SCBOXINGDAY121223'), '39.00': ('16/01/2024', 'Nothing')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206976,LINEN COTTON CH,Hessian,39,2,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207069,JACKSON SLIM JE,BlueInk,39,2,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207074,LST LEON PRINT,Multi,39,2,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207163,SST MILL LIBERT,Delft Blue,39,2,"{'99.00': ('22/12/2022', 'SCBOXINGDAY22'), '79.00': ('24/08/2023', 'SCS24MSSFUR'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207178,S,Chambray,39,2,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207209,SSR SAYERS SHIR,Multi Whte,39,2,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207339,LSR SHERRELL SH,Multi,39,2,"{'79.00': ('24/08/2023', 'SCS24MSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4250,SCW24EOSSFURV2,31/05/2024,207472,SSR BARWON SHIR,Nautical,39,2,"{'69.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP'), '39.00': ('31/05/2024', 'SCW24EOSSFURV2')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207491,CAFFERY LINEN S,Navy,39,2,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207742,CLASSIC SHORT P,ClassicNav,39,2,"{'79.00': ('24/12/2024', 'SCMWBDWK20'), '39.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4250,SCW24EOSSFURV2,31/05/2024,207267G1,SSL LINEN SHIRT,Jungle,39,2,"{'69.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP'), '39.00': ('31/05/2024', 'SCW24EOSSFURV2')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206360,BEDFORD JEAN,Black,39,1,"{'79.00': ('07/11/2022', 'WK14NOVMWCLN'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206360,BEDFORD JEAN,Utility,39,1,"{'129.00': ('21/05/2020', 'SCMWEOSSWK43'), '99.00': ('28/07/2020', 'SCMWCWWK1'), '79.00': ('17/12/2021', 'SCEOSSWK202021'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206513,LIGHTWEIGHT CHI,Navy,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206549,TAPERED BEDFORD,Age Blue,39,1,"{'99.00': ('24/08/2023', 'SCS24MSS'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '59.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4180,Nothing,16/01/2024,206549,TAPERED BEDFORD,Bluestone,39,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '39.00': ('16/01/2024', 'Nothing')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206549,TAPERED BEDFORD,Tan,39,1,"{'89.00': ('10/03/2022', 'SCMSSWK322022'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206550,VINTAGE TAPERED,Driftwood,39,1,"{'79.00': ('26/12/2022', 'SCBOXDAYADD2612'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206550,VINTAGE TAPERED,Slate,39,1,"{'89.00': ('10/03/2022', 'SCMSSWK322022'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4151,SCS23CLDFINAL,6/10/2023,206576,COOPER CORD,Pl Grey,39,1,"{'99.00': ('11/08/2020', 'SCMWCWWK3'), '79.00': ('17/12/2021', 'SCEOSSWK202021'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '39.00': ('06/10/2023', 'SCS23CLDFINAL')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206637,SMITH CHINO TAP,Olive,39,1,"{'99.00': ('09/06/2023', 'SCW23EOSSNS'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4144,SCS23MSSPP,15/09/2023,206637,SMITH CHINO TAP,Slate,39,1,"{'79.00': ('31/05/2022', 'SCEOSSWK442022'), '49.00': ('06/09/2022', 'SCWK6SEPMSS'), '39.00': ('15/09/2023', 'SCS23MSSPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206637,SMITH CHINO TAP,Wash Black,39,1,"{'79.00': ('31/05/2022', 'SCEOSSWK442022'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206676,GRAYSON STRAIGH,Lt Wash,39,1,"{'79.00': ('07/11/2022', 'WK14NOVMWCLN'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,206726,CLASSIC SHORT,Frost Blue,39,1,"{'79.00': ('17/12/2024', 'SCMWBDWK19'), '39.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206865,GRAYSON STRAIGH,Vint Wash,39,1,"{'89.00': ('31/08/2023', 'SCS23MSSNEW'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206868,JACKSON SLIM JE,Vint Wash,39,1,"{'89.00': ('31/08/2023', 'SCS23MSSNEW'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206975,LINEN LEDGER PA,Hessian,39,1,"{'79.00': ('26/12/2022', 'SCBOXDAYADD2612'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,206975,LINEN LEDGER PA,Navy,39,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207000,SSR HETZEL SHIR,Whit/Blue,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207017,SSR DAKIN SHIRT,Multi,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207074,LST LEON PRINT,Navy Multi,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207121,LSR OSCAR STRIP,Navy,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207124,SSR ALEX SHIRT,Blue/Multi,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207124,SSR ALEX SHIRT,Red Multi,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207126,SST DEVIN SHIRT,Peach,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207144,LSR OXFORD SHIR,MountBlue,39,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207176,SST BUTLER SHIR,Multi Whte,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207229,SPENCER LINEN C,Indigo,39,1,"{'99.00': ('14/03/2023', 'SCW23MSS'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207245,SST ADI LIBERTY,Multi,39,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207269,LSL LINEN SHIRT,Bnt Orange,39,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207282,LSR BROMWICH ST,Blue,39,1,"{'79.00': ('09/06/2023', 'SCW23EOSSNS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4151,SCS23CLDFINAL,6/10/2023,207286,LEWIN INDIGO PA,Indigo,39,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '39.00': ('06/10/2023', 'SCS23CLDFINAL')}"
Menswear,4151,SCS23CLDFINAL,6/10/2023,207336,PORTLAND RELAXE,Rinse Wsh,39,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '39.00': ('06/10/2023', 'SCS23CLDFINAL')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207426,SSR DOVERS SHIR,Delft Blue,39,1,"{'69.00': ('06/03/2024', 'SCW24MSS'), '49.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207454,SST KAI LIBERTY,Multi,39,1,"{'59.00': ('24/11/2023', 'SCBFMD23'), '49.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4250,SCW24EOSSFURV2,31/05/2024,207464,SSR DERBY SHIRT,Jungle,39,1,"{'69.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP'), '39.00': ('31/05/2024', 'SCW24EOSSFURV2')}"
Menswear,4250,SCW24EOSSFURV2,31/05/2024,207470,SST ELGIN SHIRT,Punch,39,1,"{'69.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP'), '39.00': ('31/05/2024', 'SCW24EOSSFURV2')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207472,SSR BARWON SHIR,Punch,39,1,"{'69.00': ('06/03/2024', 'SCW24MSS'), '49.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4180,Nothing,16/01/2024,207477,YD CAFFERY PANT,Lagoon,39,1,"{'49.00': ('09/01/2024', 'SCFURTHERMD08012024'), '39.00': ('16/01/2024', 'Nothing')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207491,CAFFERY LINEN S,Wash Black,39,1,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207714,CARGO SHORT,Milk,39,1,"{'79.00': ('24/12/2024', 'SCMWBDWK20'), '39.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207795,HOLLAND LINEN S,Navy,39,1,"{'79.00': ('17/12/2024', 'SCMWBDWK19'), '59.00': ('24/12/2024', 'SCBOXINGDAYFURTHERS'), '39.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207267G1,SSL LINEN SHIRT,Grapefruit,39,1,"{'69.00': ('06/03/2024', 'SCW24MSS'), '49.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207706,KENDALL POLO,Navy,29,18,"{'59.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207135G1,SUPERSOFT TEE,Cobalt,29,16,"{'39.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207135G1,SUPERSOFT TEE,Mulberry,29,15,"{'39.00': ('17/12/2024', 'SCMWBDWK19'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,206750,SUPERSOFT STRIP,Whit/Navy,29,14,"{'39.00': ('17/12/2024', 'SCMWBDWK19'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207735,HALL POLO,Cobalt,29,14,"{'59.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207736,BOURKE POLO,Blue/Multi,29,14,"{'59.00': ('24/12/2024', 'SCMWBDWK20'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207135G1,SUPERSOFT TEE,Pl Blue,29,13,"{'39.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207702,DERRY POLO,Orange,29,12,"{'59.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207701,VALE POLO,Cobalt,29,11,"{'59.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207620,CALLOWS POLO,Sky Blue,29,9,"{'59.00': ('17/12/2024', 'SCMWBDWK19'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207135G1,SUPERSOFT TEE,Dk Teal,29,9,"{'39.00': ('17/12/2024', 'SCMWBDWK19'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207135G1,SUPERSOFT TEE,Elm,29,9,"{'39.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207702,DERRY POLO,Navy,29,8,"{'59.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,206496,SUPERSOFT TEE,Black,29,7,"{'39.00': ('17/12/2024', 'SCMWBDWK19'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207794,HARDEN STRIPE T,Natural,29,7,"{'39.00': ('04/03/2025', 'SCMWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207135,SUPERSOFT TEE,French Nvy,29,5,"{'39.00': ('17/12/2024', 'SCMWBDWK19'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207699,SC PIQUE POLO,Dk Teal,29,5,"{'59.00': ('24/12/2024', 'SCMWBDWK20'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4197,SCW24MSSNEWFUR,13/03/2024,207142,SC PIQUE POLO,Black,29,4,"{'39.00': ('06/03/2024', 'SCW24MSS'), '29.00': ('13/03/2024', 'SCW24MSSNEWFUR')}"
Menswear,4180,Nothing,16/01/2024,207143,SC PIQUE POLO M,Blue Mel,29,4,"{'49.00': ('24/08/2023', 'SCS24MSS'), '39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('16/01/2024', 'Nothing')}"
Menswear,4180,Nothing,16/01/2024,207268,SSL LINEN YD SH,Lt Taupe,29,4,"{'49.00': ('14/03/2023', 'SCW23MSS'), '39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('16/01/2024', 'Nothing')}"
Menswear,4178,SCFURTHERMD08012024,9/01/2024,207281,LST HOPMAN SHIR,Seaweed,29,4,"{'49.00': ('24/08/2023', 'SCS24MSS'), '39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('09/01/2024', 'SCFURTHERMD08012024')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207699,SC PIQUE POLO,Mulberry,29,4,"{'59.00': ('17/12/2024', 'SCMWBDWK19'), '79.99': ('24/12/2024', 'SCMWBDWK20'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207699,SC PIQUE POLO,Seagreen,29,4,"{'59.00': ('17/12/2024', 'SCMWBDWK19'), '79.99': ('24/12/2024', 'SCMWBDWK20'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207700,SC STRIPE PIQUE,Forest,29,4,"{'59.00': ('17/12/2024', 'SCMWBDWK19'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4399,SCWK38FINALPP,17/04/2025,207735,HALL POLO,Dusty Pink,29,4,"{'59.00': ('04/03/2025', 'SCMWMARMSS'), '99.99': ('24/12/2024', 'SCMWBDWK20'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,206496,SUPERSOFT TEE,White,29,3,"{'39.00': ('06/03/2024', 'SCW24MSS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4250,SCW24EOSSFURV2,31/05/2024,206549,TAPERED BEDFORD,Almond,29,3,"{'99.00': ('24/08/2023', 'SCS24MSS'), '69.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('31/05/2024', 'SCW24EOSSFURV2')}"
Menswear,4250,SCW24EOSSFURV2,31/05/2024,206549,TAPERED BEDFORD,Lagoon,29,3,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '49.00': ('09/01/2024', 'SCFURTHERMD08012024'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('31/05/2024', 'SCW24EOSSFURV2')}"
Menswear,4180,Nothing,16/01/2024,207143,SC PIQUE POLO M,Lt Olive,29,3,"{'49.00': ('22/12/2022', 'SCBOXINGDAY22'), '39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('16/01/2024', 'Nothing')}"
Menswear,4180,Nothing,16/01/2024,207180,KUTCHER POLO,Olive,29,3,"{'49.00': ('30/12/2022', 'SCSUMSLEADD0501'), '39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('16/01/2024', 'Nothing')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207399,KURNELL POLO,Navy,29,3,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4286,SCS24MSSV1,21/08/2024,207520,LSR RUNDEL CHEC,Purple,29,3,"{'89.00': ('28/05/2024', 'SCW24EOSS'), '59.00': ('20/06/2024', 'SCW24EOSSFURPP'), '29.00': ('21/08/2024', 'SCS24MSSV1')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207705,YARRA POLO,Blue/Multi,29,3,"{'59.00': ('17/12/2024', 'SCMWBDWK19'), '39.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,206638,SC POLO,White,29,2,"{'49.00': ('21/12/2023', 'SCBOXINGDAY121223'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207143,SC PIQUE POLO M,Grapefruit,29,2,"{'39.00': ('06/03/2024', 'SCW24MSS'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
Menswear,4180,Nothing,16/01/2024,207143,SC PIQUE POLO M,Mocha Mel,29,2,"{'49.00': ('22/12/2022', 'SCBOXINGDAY22'), '39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('16/01/2024', 'Nothing')}"
Menswear,4180,Nothing,16/01/2024,207338,CASE POLO,Orange,29,2,"{'39.00': ('15/09/2023', 'SCS23MSSPP'), '29.00': ('16/01/2024', 'Nothing')}"
Menswear,4227,SCW24FINALPP,11/04/2024,207353,SSR CHIP SHIRT,Ocean,29,2,"{'79.00': ('24/08/2023', 'SCS24MSS'), '59.00': ('15/09/2023', 'SCS23MSSPP'), '49.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('11/04/2024', 'SCW24FINALPP')}"
Menswear,4370,SCMWMARMSS,4/03/2025,207356,PAR POLO,WhiMulti,29,2,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP'), '29.00': ('04/03/2025', 'SCMWMARMSS')}"
